interaction_id,customer_id,customer_name,touchpoint,mode,interaction_type,product_id,product_name,category,personalized,recommendation_accepted,engagement_seconds,interaction_date,region
INT-000744,CUST-0220,Christine Glover,Web,Online,Browse,,,,False,False,122,2024-08-28,Asia Pacific
INT-000745,CUST-0450,Jacob Barber,Email,Online,Add To Cart,PROD-STA-003,Sticky Notes,Stationery,True,False,117,2024-04-05,Europe
INT-000746,CUST-0033,Vicki Howard,Store,Offline,Store Visit,,,,False,False,127,2024-04-03,Asia Pacific
INT-000747,CUST-0360,Christine Martinez,Web,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,116,2024-12-14,North America
INT-000748,CUST-0477,Anthony Rodriguez,Mobile App,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,True,True,102,2024-06-18,North America
INT-000749,CUST-0317,Perry Brooks,Mobile App,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,122,2024-07-25,North America
INT-000750,CUST-0565,Rebecca Barton,Mobile App,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,False,False,104,2024-11-17,Europe
INT-000751,CUST-0391,Kristina Johnson,Mobile App,Online,Recommendation Click,,,,True,True,123,2024-04-11,Asia Pacific
INT-000752,CUST-0373,Jeffrey Smith,Web,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,False,False,144,2024-02-15,North America
INT-000753,CUST-0043,James Garner,Mobile App,Online,Wishlist Add,,,,False,False,116,2024-06-23,North America
INT-000754,CUST-0042,Tyler Oneill,Store,Offline,Wishlist Add,,,,True,False,113,2024-10-01,Europe
INT-000755,CUST-0278,Amanda Hansen,Call Center,Offline,Recommendation Click,PROD-STA-004,Document Folder,Stationery,True,True,138,2024-01-18,North America
INT-000756,CUST-0584,Stacy Gardner,Web,Online,Recommendation Click,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,137,2024-08-23,Europe
INT-000757,CUST-0563,Jonathan Mata,Web,Online,Browse,PROD-STA-003,Sticky Notes,Stationery,False,False,116,2024-11-07,Europe
INT-000758,CUST-0434,Jonathon Moore,Store,Offline,Recommendation Click,PROD-FUR-001,Monitor Arm,Furniture,True,False,127,2024-12-19,Asia Pacific
INT-000759,CUST-0145,Jennifer Bailey,Web,Online,Add To Cart,PROD-FUR-005,Desk Lamp,Furniture,True,False,117,2024-12-07,North America
INT-000760,CUST-0338,Victor Thomas,Mobile App,Online,Browse,PROD-FUR-001,Monitor Arm,Furniture,True,True,145,2024-10-10,Europe
INT-000761,CUST-0454,Jerome Wilson,Web,Online,Recommendation Click,,,,False,False,151,2024-10-14,North America
INT-000762,CUST-0115,Angela Hays,Call Center,Offline,Search,PROD-STA-006,Stapler,Stationery,True,True,105,2024-10-06,Europe
INT-000763,CUST-0544,Amber Williams,Mobile App,Online,Recommendation Click,,,,True,False,128,2024-02-02,Asia Pacific
INT-000764,CUST-0540,Michael Hill,Mobile App,Online,Add To Cart,PROD-FUR-004,Filing Cabinet,Furniture,True,True,121,2024-10-24,Asia Pacific
INT-000765,CUST-0449,Taylor Moss,Social Media,Online,Browse,,,,True,True,115,2024-03-30,Europe
INT-000766,CUST-0047,Brianna Hoffman,Web,Online,Add To Cart,PROD-ELE-006,Laptop Stand,Electronics,False,False,110,2024-07-13,Europe
INT-000767,CUST-0099,Jill Richardson,Store,Offline,Browse,,,,False,False,125,2024-05-28,Europe
INT-000768,CUST-0051,Paula Rodriguez,Web,Online,Store Visit,PROD-ELE-007,HDMI Cable,Electronics,False,False,110,2024-04-29,Asia Pacific
INT-000769,CUST-0189,Nicole Garrett,Mobile App,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,117,2024-11-13,North America
INT-000770,CUST-0007,Alan Martin,Web,Online,Browse,,,,False,False,144,2024-01-06,North America
INT-000771,CUST-0424,Cindy Miller,Store,Offline,Browse,PROD-ELE-005,Portable SSD,Electronics,False,False,105,2024-10-18,North America
INT-000772,CUST-0528,Chad Frost,Email,Online,Recommendation Click,PROD-ELE-004,Webcam 1080p,Electronics,False,False,128,2024-02-12,Europe
INT-000773,CUST-0108,Danielle Johnson,Web,Online,Search,,,,False,False,126,2024-08-14,Europe
INT-000774,CUST-0287,Tracy Waters,Web,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,False,False,98,2024-04-03,North America
INT-000775,CUST-0094,Alexander Odom,Web,Online,Wishlist Add,PROD-STA-000,Notebook A5,Stationery,False,False,123,2024-01-23,Europe
INT-000776,CUST-0318,Travis Tucker,Email,Online,Support Chat,PROD-FUR-005,Desk Lamp,Furniture,False,False,117,2024-03-25,North America
INT-000777,CUST-0584,Stacy Gardner,Social Media,Online,Support Chat,PROD-FUR-007,Side Table,Furniture,False,False,133,2024-12-22,North America
INT-000778,CUST-0270,Rachel Weiss,Store,Offline,Browse,PROD-STA-003,Sticky Notes,Stationery,True,True,127,2024-09-04,North America
INT-000779,CUST-0240,Ralph Gilmore,Mobile App,Online,Recommendation Click,,,,False,False,115,2024-02-04,Europe
INT-000780,CUST-0048,Russell Williams,Store,Offline,Add To Cart,,,,False,False,131,2024-09-25,Europe
INT-000781,CUST-0075,Nathaniel Hall,Email,Online,Store Visit,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,117,2024-08-28,North America
INT-000782,CUST-0118,Jeffrey English,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,115,2024-09-26,Europe
INT-000783,CUST-0352,Gina Griffin,Web,Online,Store Visit,PROD-ELE-007,HDMI Cable,Electronics,True,False,115,2024-01-14,Asia Pacific
INT-000784,CUST-0241,Charles Watson,Web,Online,Search,PROD-STA-000,Notebook A5,Stationery,True,False,120,2024-07-11,North America
INT-000785,CUST-0152,Sylvia Carrillo,Social Media,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,123,2024-08-11,Asia Pacific
INT-000786,CUST-0326,Robert Brown,Web,Online,Browse,PROD-FUR-007,Side Table,Furniture,False,False,123,2024-10-15,Europe
INT-000787,CUST-0556,Michael Hill,Web,Online,Wishlist Add,PROD-ELE-006,Laptop Stand,Electronics,True,True,121,2024-07-06,Europe
INT-000788,CUST-0395,Lori Lambert,Web,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,True,True,109,2024-12-27,North America
INT-000789,CUST-0317,Perry Brooks,Store,Offline,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,False,False,122,2024-06-18,North America
INT-000790,CUST-0422,Crystal Johnson,Email,Online,Search,,,,True,False,123,2024-07-06,Asia Pacific
INT-000791,CUST-0308,Greg Ramirez,Email,Online,Add To Cart,PROD-ELE-007,HDMI Cable,Electronics,False,False,127,2024-06-13,Europe
INT-000792,CUST-0125,Dawn Rowland,Email,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,True,False,124,2024-09-06,Europe
INT-000793,CUST-0214,Brenda Cook,Email,Online,Support Chat,PROD-FUR-004,Filing Cabinet,Furniture,False,False,116,2024-09-16,North America
INT-000794,CUST-0030,Ashley Hernandez PhD,Store,Offline,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,True,False,138,2024-12-09,Europe
INT-000795,CUST-0070,Joshua Obrien,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,101,2024-10-30,North America
INT-000796,CUST-0068,Michael Medina,Store,Offline,Search,PROD-FUR-005,Desk Lamp,Furniture,False,False,118,2024-10-24,Europe
INT-000797,CUST-0472,John Stevenson,Web,Online,Search,PROD-ELE-002,USB-C Hub,Electronics,False,False,114,2024-05-27,North America
INT-000798,CUST-0400,Darrell Johnson,Email,Online,Store Visit,PROD-ELE-007,HDMI Cable,Electronics,True,False,140,2024-07-17,North America
INT-000799,CUST-0209,Sharon Williams,Social Media,Online,Search,PROD-STA-006,Stapler,Stationery,False,False,115,2024-03-18,North America
INT-000800,CUST-0581,Michael Reeves,Mobile App,Online,Support Chat,PROD-STA-003,Sticky Notes,Stationery,False,False,121,2024-08-19,Europe
INT-000801,CUST-0526,Christopher Soto,Web,Online,Search,PROD-FUR-001,Monitor Arm,Furniture,True,True,90,2024-06-23,Europe
INT-000802,CUST-0534,Patrick Barton,Social Media,Online,Add To Cart,,,,True,True,125,2024-05-20,North America
INT-000803,CUST-0252,Michael Johnson,Call Center,Offline,Support Chat,PROD-ELE-004,Webcam 1080p,Electronics,True,False,138,2024-06-30,Asia Pacific
INT-000804,CUST-0178,Michael Frey,Email,Online,Add To Cart,PROD-STA-007,Paper Clips Box,Stationery,True,False,118,2024-02-23,Asia Pacific
INT-000805,CUST-0123,Eugene Jones,Mobile App,Online,Search,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,121,2024-06-24,Asia Pacific
INT-000806,CUST-0020,Jonathan Robinson,Web,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,False,False,136,2024-09-27,North America
INT-000807,CUST-0561,Stephen Walker,Web,Online,Store Visit,PROD-STA-004,Document Folder,Stationery,True,False,121,2024-01-08,Europe
INT-000808,CUST-0575,William Campbell,Mobile App,Online,Add To Cart,,,,False,False,103,2024-08-16,North America
INT-000809,CUST-0394,Megan Hood,Email,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,True,True,113,2024-02-05,Asia Pacific
INT-000810,CUST-0324,Amy Giles,Store,Offline,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,132,2024-09-25,Asia Pacific
INT-000811,CUST-0429,Donna Kelly,Web,Online,Browse,PROD-STA-003,Sticky Notes,Stationery,True,False,135,2024-05-10,North America
INT-000812,CUST-0442,Molly Hurley,Store,Offline,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,False,120,2024-08-21,North America
INT-000813,CUST-0188,Steven Sims Jr.,Mobile App,Online,Add To Cart,PROD-STA-004,Document Folder,Stationery,False,False,104,2024-09-24,Asia Pacific
INT-000814,CUST-0354,Mackenzie Gonzalez,Mobile App,Online,Add To Cart,,,,True,True,108,2024-11-27,North America
INT-000815,CUST-0218,Denise Woods,Mobile App,Online,Browse,PROD-STA-000,Notebook A5,Stationery,True,False,119,2024-05-10,Asia Pacific
INT-000816,CUST-0254,Erik Blair,Email,Online,Add To Cart,PROD-ELE-004,Webcam 1080p,Electronics,True,False,112,2024-10-08,Asia Pacific
INT-000817,CUST-0267,Lynn Lopez,Web,Online,Browse,,,,True,False,128,2024-12-31,Asia Pacific
INT-000818,CUST-0045,Sarah Mathews,Mobile App,Online,Wishlist Add,,,,True,False,121,2024-07-02,North America
INT-000819,CUST-0018,Janet Rogers,Social Media,Online,Recommendation Click,PROD-STA-006,Stapler,Stationery,False,False,98,2024-06-23,Europe
INT-000820,CUST-0429,Donna Kelly,Mobile App,Online,Support Chat,PROD-STA-006,Stapler,Stationery,True,False,119,2024-01-08,Europe
INT-000821,CUST-0414,Elizabeth Thompson,Web,Online,Browse,PROD-FUR-002,Ergonomic Chair,Furniture,True,True,102,2024-09-11,Europe
INT-000822,CUST-0027,Matthew Mccann,Web,Online,Store Visit,,,,True,True,144,2024-03-18,Europe
INT-000823,CUST-0389,Ms. Chelsey Miller DDS,Social Media,Online,Add To Cart,PROD-ELE-006,Laptop Stand,Electronics,True,True,135,2024-01-20,North America
INT-000824,CUST-0525,John Johnson,Web,Online,Browse,PROD-FUR-006,Office Desk,Furniture,True,False,113,2024-01-20,Europe
INT-000825,CUST-0263,Timothy Deleon,Web,Online,Support Chat,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,100,2024-11-27,North America
INT-000826,CUST-0393,Anita Allen,Web,Online,Store Visit,PROD-ELE-000,Wireless Mouse,Electronics,True,True,133,2024-11-25,Asia Pacific
INT-000827,CUST-0474,Katie Lee,Mobile App,Online,Search,,,,False,False,118,2024-08-16,North America
INT-000828,CUST-0543,Edward Wong,Email,Online,Recommendation Click,,,,True,False,117,2024-01-14,Europe
INT-000829,CUST-0598,Jennifer Garcia,Social Media,Online,Add To Cart,,,,False,False,130,2024-05-25,Europe
INT-000830,CUST-0193,Michael Hancock,Email,Online,Recommendation Click,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,113,2024-05-31,Europe
INT-000831,CUST-0194,Michael Barry,Store,Offline,Recommendation Click,PROD-FUR-001,Monitor Arm,Furniture,True,False,137,2024-05-19,North America
INT-000832,CUST-0502,Eric Wood,Mobile App,Online,Recommendation Click,PROD-STA-000,Notebook A5,Stationery,True,False,144,2024-02-12,Asia Pacific
INT-000833,CUST-0032,Elizabeth Santos,Mobile App,Online,Browse,,,,False,False,112,2024-04-29,Asia Pacific
INT-000834,CUST-0415,Rodney Lambert,Mobile App,Online,Search,PROD-FUR-003,Bookshelf,Furniture,False,False,92,2024-03-16,Europe
INT-000835,CUST-0457,Jose Fernandez,Call Center,Offline,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,125,2024-06-03,North America
INT-000836,CUST-0282,Nicole Douglas,Web,Online,Search,PROD-STA-000,Notebook A5,Stationery,False,False,141,2024-05-07,Europe
INT-000837,CUST-0280,Erik Duncan,Mobile App,Online,Browse,,,,False,False,118,2024-10-16,Asia Pacific
INT-000838,CUST-0014,Michael Klein,Email,Online,Search,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,117,2024-05-14,Europe
INT-000839,CUST-0402,Matthew Archer,Web,Online,Add To Cart,PROD-FUR-003,Bookshelf,Furniture,False,False,107,2024-12-28,North America
INT-000840,CUST-0331,Matthew Johnston,Store,Offline,Search,PROD-STA-007,Paper Clips Box,Stationery,True,False,118,2024-06-18,Europe
INT-000841,CUST-0456,Donald Ellis,Mobile App,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,129,2024-06-04,North America
INT-000842,CUST-0117,Kelly Parker,Email,Online,Browse,,,,True,True,112,2024-05-13,North America
INT-000843,CUST-0091,Kimberly Conway,Store,Offline,Search,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,118,2024-10-28,North America
INT-000844,CUST-0353,Jamie Parsons,Mobile App,Online,Add To Cart,,,,False,False,123,2024-10-25,North America
INT-000845,CUST-0266,Megan Ward,Store,Offline,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,133,2024-01-17,Asia Pacific
INT-000846,CUST-0545,Alison Andrews,Web,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,False,False,112,2024-05-08,North America
INT-000847,CUST-0073,Aaron Garcia,Store,Offline,Browse,,,,False,False,96,2024-05-18,Europe
INT-000848,CUST-0527,Sarah Brown,Web,Online,Store Visit,PROD-STA-002,Highlighter Set,Stationery,False,False,109,2024-01-29,Europe
INT-000849,CUST-0457,Jose Fernandez,Web,Online,Add To Cart,PROD-FUR-004,Filing Cabinet,Furniture,False,False,133,2024-12-19,North America
INT-000850,CUST-0512,Mitchell Gomez,Web,Online,Recommendation Click,PROD-ELE-004,Webcam 1080p,Electronics,False,False,128,2024-11-21,Europe
INT-000851,CUST-0525,John Johnson,Mobile App,Online,Browse,,,,True,False,110,2024-07-09,North America
INT-000852,CUST-0468,Daniel Jones,Web,Online,Store Visit,PROD-FUR-004,Filing Cabinet,Furniture,False,False,111,2024-08-03,North America
INT-000853,CUST-0218,Denise Woods,Web,Online,Add To Cart,PROD-FUR-007,Side Table,Furniture,False,False,122,2024-06-07,Europe
INT-000854,CUST-0151,Amy Valdez,Social Media,Online,Browse,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,False,126,2024-10-21,Europe
INT-000855,CUST-0153,Danielle Richmond,Store,Offline,Add To Cart,,,,False,False,114,2024-04-05,North America
INT-000856,CUST-0405,Dana Rice,Web,Online,Browse,PROD-ELE-002,USB-C Hub,Electronics,False,False,113,2024-01-17,Europe
INT-000857,CUST-0421,Christian Thomas,Mobile App,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,False,False,109,2024-04-05,Europe
INT-000858,CUST-0522,Laura Alexander,Email,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,False,False,128,2024-04-23,Europe
INT-000859,CUST-0010,Grant Olson,Web,Online,Add To Cart,PROD-FUR-007,Side Table,Furniture,True,True,121,2024-01-16,Europe
INT-000860,CUST-0319,Erin Suarez,Store,Offline,Recommendation Click,PROD-FUR-006,Office Desk,Furniture,True,False,127,2024-08-28,Asia Pacific
INT-000861,CUST-0215,Stacy Thompson,Web,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,104,2024-07-14,Europe
INT-000862,CUST-0109,Patricia Woods,Mobile App,Online,Wishlist Add,,,,True,False,124,2024-01-28,Europe
INT-000863,CUST-0227,Jeffery Hatfield,Store,Offline,Store Visit,,,,False,False,106,2024-08-14,North America
INT-000864,CUST-0431,Kelsey Reynolds,Email,Online,Support Chat,PROD-FUR-005,Desk Lamp,Furniture,False,False,118,2024-09-03,Asia Pacific
INT-000865,CUST-0236,Elizabeth Campbell,Email,Online,Add To Cart,PROD-ELE-006,Laptop Stand,Electronics,True,True,126,2024-03-08,Asia Pacific
INT-000866,CUST-0154,Kristen House,Mobile App,Online,Browse,PROD-STA-006,Stapler,Stationery,True,True,110,2024-12-22,North America
INT-000867,CUST-0100,Jesus Nguyen,Mobile App,Online,Wishlist Add,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,117,2024-04-01,Europe
INT-000868,CUST-0170,Francisco Crawford,Email,Online,Wishlist Add,PROD-FUR-005,Desk Lamp,Furniture,False,False,126,2024-06-04,Europe
INT-000869,CUST-0153,Danielle Richmond,Web,Online,Store Visit,PROD-ELE-006,Laptop Stand,Electronics,False,False,107,2024-09-09,North America
INT-000870,CUST-0237,Alexandra Foster,Mobile App,Online,Recommendation Click,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,137,2024-07-05,North America
INT-000871,CUST-0575,William Campbell,Email,Online,Search,,,,False,False,144,2024-06-23,North America
INT-000872,CUST-0514,Amanda White,Mobile App,Online,Store Visit,,,,True,False,106,2024-03-13,North America
INT-000873,CUST-0139,Steven Flores,Social Media,Online,Add To Cart,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,127,2024-01-10,Asia Pacific
INT-000874,CUST-0186,Richard Chavez,Email,Online,Recommendation Click,,,,False,False,115,2024-12-19,Europe
INT-000875,CUST-0178,Michael Frey,Web,Online,Recommendation Click,PROD-ELE-007,HDMI Cable,Electronics,True,True,144,2024-06-09,Europe
INT-000876,CUST-0146,Gregory Gray,Mobile App,Online,Search,,,,False,False,123,2024-02-22,Europe
INT-000877,CUST-0338,Victor Thomas,Web,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,True,False,108,2024-06-29,Asia Pacific
INT-000878,CUST-0466,Jessica Roth,Email,Online,Search,,,,False,False,121,2024-03-17,Asia Pacific
INT-000879,CUST-0451,Taylor Adams,Mobile App,Online,Recommendation Click,,,,False,False,122,2024-09-14,Asia Pacific
INT-000880,CUST-0093,Ashley Bradley,Store,Offline,Support Chat,PROD-ELE-005,Portable SSD,Electronics,False,False,142,2024-01-14,Europe
INT-000881,CUST-0076,Tyler Lewis,Mobile App,Online,Browse,PROD-ELE-004,Webcam 1080p,Electronics,True,False,110,2024-07-14,Asia Pacific
INT-000882,CUST-0323,Rachel Smith,Web,Online,Add To Cart,,,,True,False,103,2024-10-26,North America
INT-000883,CUST-0264,Dr. Robert Howard Jr.,Web,Online,Browse,,,,True,False,118,2024-01-17,Asia Pacific
INT-000884,CUST-0021,Nathan Tucker,Web,Online,Browse,PROD-FUR-001,Monitor Arm,Furniture,True,True,132,2024-05-12,Europe
INT-000885,CUST-0361,Derek Lewis,Web,Online,Browse,,,,True,False,123,2024-03-28,Asia Pacific
INT-000886,CUST-0238,Abigail Norris,Store,Offline,Search,,,,True,False,115,2024-10-11,Europe
INT-000887,CUST-0419,Steven Morris,Store,Offline,Search,,,,False,False,132,2024-01-25,Europe
INT-000888,CUST-0251,Joshua Martin,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,115,2024-04-13,Europe
INT-000889,CUST-0082,Joseph Newton,Mobile App,Online,Browse,PROD-FUR-003,Bookshelf,Furniture,False,False,121,2024-07-09,North America
INT-000890,CUST-0531,Kevin Small,Store,Offline,Store Visit,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,122,2024-03-29,Asia Pacific
INT-000891,CUST-0472,John Stevenson,Web,Online,Search,,,,True,False,123,2024-09-08,Europe
INT-000892,CUST-0143,Kathleen Garcia,Web,Online,Support Chat,PROD-STA-005,Whiteboard Marker,Stationery,True,True,129,2024-03-22,Europe
INT-000893,CUST-0020,Jonathan Robinson,Mobile App,Online,Support Chat,PROD-STA-003,Sticky Notes,Stationery,False,False,125,2024-08-16,North America
INT-000894,CUST-0089,James Rhodes,Web,Online,Support Chat,PROD-STA-004,Document Folder,Stationery,True,False,110,2024-02-25,Asia Pacific
